Lambda 1 and Other Stories,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 1,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 11,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 12,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 14,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 17,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 18,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 7,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 8,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
No Place Like Earth,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
The Best from New Writings in Science Fiction,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
Weird Shadows from Beyond,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 19,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 19,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 19,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 10,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 10,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 13,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 13,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 15,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 15,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 16,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 16,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 2,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 2,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 20,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 20,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 21,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 21,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 3,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 3,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 4,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 4,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 5,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 5,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 6,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 6,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 9,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Writings in Science Fiction 9,"Carnell, John",?,?,Anthologies,,-,-,,a/CARN1/,,,CARN1,,,,,C,,,,,,-,,
New Worlds of Fantasy #2,"Carr, Terry",?,?,Anthologies,,-,-,,a/CARR2/,,,CARR2,,,,,C,,,,,,-,,
Universe 1,"Carr, Terry",?,?,Anthologies,,-,-,,a/CARR2/,,,CARR2,,,,,C,,,,,,-,,
The Year's Best Fantasy Stories: 3,"Carter, Lin",?,?,Anthologies,,(*dup?),-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
Flashing Swords!,"Carter, Lin",?,?,Anthologies,,(*dup?),-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
Flashing Swords!,"Carter, Lin",?,?,Anthologies,,(*dup?),-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
Discoveries in Fantasy,"Carter, Lin",?,?,Anthologies,,-,-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
"Dragons, Elves and Heroes","Carter, Lin",?,?,Anthologies,,-,-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
The Flashing Swords! 2,"Carter, Lin",?,?,Anthologies,,-,-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
The Year's Best Fantasy Stories: Six,"Carter, Lin",?,?,Anthologies,,-,-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
The Young Magicians,"Carter, Lin",?,?,Anthologies,,-,-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
The Young Magicians,"Carter, Lin",?,?,Anthologies,,-,-,,a/CART3/,,,CART3,,,,,C,,,,,,-,,
Interzone: The 1st Anthology : New Science Fiction and Fantasy Writing,"Clute, John",1985,460022946,Anthologies,,-,-,,a/CLUT1/,,,CLUT1,,,,,C,,,,,,y,,
Interzone: The 2nd Anthology : New Science Fiction and Fantasy Writing,"Clute, John",1987,450428532,Anthologies,,-,-,,a/CLUT1/,,,CLUT1,,,,,C,,,,,,y,,
Interzone: The 3rd Anthology : New Science Fiction and Fantasy Writing,"Clute, John",1988,450505324,Anthologies,,-,-,,a/CLUT1/,,,CLUT1,,,,,C,,,,,,y,,
Interzone: The 4th Anthology : New Science Fiction and Fantasy Writing,"Clute, John",1989,671697072,Anthologies,,-,-,,a/CLUT1/,,,CLUT1,,,,,C,,,,,,y,,
Interzone: The 5th Anthology : New Science Fiction and Fantasy Writing,"Clute, John",1991,450540634,Anthologies,,-,-,,a/CLUT1/,,,CLUT1,,,,,C,,,,,,y,,
Collected Fantasies,"Davidson, Avram",1982,425050815,Anthologies,,(*dup?),-,,a/DAVI3/,,,DAVI3,,,,,D,,,,,,y,,
Warlocks and Warriors,"de Camp, L. Sprague",?,?,Anthologies,,(*dup?),-,,a/DE2/,,,DE2,,,,,D,,,,,,-,,
Warlocks and Warriors,"de Camp, L. Sprague",?,?,Anthologies,,(*dup?),-,,a/DE2/,,,DE2,,,,,D,,,,,,-,,
Best Science Fiction Stories of the Year: Third Annual Collection,"del Rey, Lester",?,?,Anthologies,,-,-,,a/DEL2/,,,DEL2,,,,,D,,,,,,-,,
Quark #1,"Delany, Samuel R.",?,?,Anthologies,,-,-,,a/DELA1/,,,DELA1,,,,,D,,,,,,-,,
"Dangerous Visions, Volume 3","Ellison, Harlan",1967,722133022,Anthologies,,-,-,,a/ELLI4/,,,ELLI4,,,,,E,,,,,,y,,
Partners in Wonder,"Ellison, Harlan",1983,441652050,Anthologies,,-,-,,a/ELLI4/,,,ELLI4,,,,,E,,,,,,y,,
"Again, Dangerous Visions","Ellison, Harlan",?,?,Anthologies,,-,-,,a/ELLI4/,,,ELLI4,,,,,E,,,,,,-,,
Dangerous Visions #1,"Ellison, Harlan",?,?,Anthologies,,-,-,,a/ELLI4/,,,ELLI4,,,,,E,,,,,,-,,
Partners in Wonder,"Ellison, Harlan",?,?,Anthologies,,-,-,,a/ELLI4/,,,ELLI4,,,,,E,,,,,,-,,
The Year's Best Science Fiction (No. 6),"Harrison, Harry",?,722143753,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,y,,
"The year's best science fiction. [Nr.] 7, Issue 7","Harrison, Harry",?,722143613,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,y,,
Backdrop of Stars,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
Nova 4,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
Nova One,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The John W. Campbell Memorial Anthology,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year 2000,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
Four for the Future: An Anthology on the Themes of Sacrifice and Redemption,"Harrison, Harry",1969,704310937,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,y,,
Science Fantasy 70,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
Science Fantasy 79,"Harrison, Harry",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
"The Astounding-Analog Reader, Book 1","Harrison, Harry & Aldiss, Brian",?,722143621,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,y,,
Book Two: The Astounding Analog Reader,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best Science Fiction,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best Science Fiction,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best Science Fiction No 2,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best Science Fiction No 3,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best Science Fiction No 3,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best Science Fiction No 5,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best SF: 1967,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best SF: 1970,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
The Year's Best SF: 1972,"Harrison, Harry & Aldiss, Brian",?,?,Anthologies,,-,-,,a/HARR5/,,,HARR5,,,,,H,,,,,,-,,
Best SF Stories From New Worlds 3,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best SF Stories From New Worlds 3,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best Stories From New Worlds 2,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best Stories From New Worlds 2,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
The Best of New Worlds,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
The Best of New Worlds,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
The Best of New Worlds,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best SF Stories from New Worlds,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best SF Stories From New Worlds 4,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best SF Stories From New Worlds 6,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Best SF Stories From New Worlds 8,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
New Worlds 1,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
New Worlds 2,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
New Worlds 3,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
New Worlds 4,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
New Worlds 5,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
New Worlds 6,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
The Best SF Stories from New Worlds 4,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Before Armageddon,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
England Invaded,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
The New Nature of the Catastrophe,"Moorcock, Michael",1993,9780750000000,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,y,,
The Traps of Time,"Moorcock, Michael",?,?,Anthologies,,-,-,,a/MOOR1/,,,MOOR1,,,,,M,,,,,,-,,
Man-Kzin Wars II,"Niven, Larry",1989,671698338,Anthologies,,-,-,,a/NIVE1/,,,NIVE1,,,,,N,,,,,,y,,
Man-Kzin Wars IV,"Niven, Larry",1991,671720791,Anthologies,,-,-,,a/NIVE1/,,,NIVE1,,,,,N,,,,,,y,,
Man-Kzin Wars V,"Niven, Larry",1992,671721372,Anthologies,,-,-,,a/NIVE1/,,,NIVE1,,,,,N,,,,,,y,,
Man-Kzin Wars VI,"Niven, Larry",1994,671876074,Anthologies,,-,-,,a/NIVE1/,,,NIVE1,,,,,N,,,,,,y,,
The Man-Kzin Wars,"Niven, Larry",1989,708843611,Anthologies,,-,-,,a/NIVE1/,,,NIVE1,,,,,N,,,,,,y,,
The Man-Kzin Wars,"Niven, Larry",1989,708843611,Anthologies,,-,-,,a/NIVE1/,,,NIVE1,,,,,N,,,,,,y,,
Star Fourteen,"Pohl, Frederik",?,?,Anthologies,,-,-,,a/POHL1/,,,POHL1,,,,,P,,,,,,-,,
The Expert Dreamers,"Pohl, Frederik",?,?,Anthologies,,-,-,,a/POHL1/,,,POHL1,,,,,P,,,,,,-,,
The Second 'If' Reader,"Pohl, Frederik",?,?,Anthologies,,-,-,,a/POHL1/,,,POHL1,,,,,P,,,,,,-,,
The Seventh Galaxy Reader,"Pohl, Frederik",?,?,Anthologies,,-,-,,a/POHL1/,,,POHL1,,,,,P,,,,,,-,,
Nebula Winners,"Pohl, Frederik",1980,352310472,Anthologies,,-,-,,a/POHL1/,,,POHL1,,,,,P,,,,,,y,,
Nebula Winners,"Pohl, Frederik",1980,352310472,Anthologies,,-,-,,a/POHL1/,,,POHL1,,,,,P,,,,,,y,,
Legends,"Silverberg, Robert",?,?,Anthologies,,-,-,,a/SILV1/,,,SILV1,,,,,S,,,,,,-,,
